Sl_no,State_name,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
1026,panjab,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,04:25,07h 55m,570,23 Seats available,"4.4
125",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1027,panjab,New Navyug Travels,A/C Sleeper (2+1),22:45,06:10,07h 25m,INR 775,21 Seats available,"4.1
289",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1028,panjab,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05:00,06h 35m,INR 799,12 Seats available,"4.2
37",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1029,panjab,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,07:00,09h 00m,INR 1017,20 Seats available,"4.5
255",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1030,panjab,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,06:17,07h 27m,899,18 Seats available,"4.0
159",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1031,panjab,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,05:40,07h 20m,1587,6 Seats available,"4.6
517",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1032,panjab,Zingbus Plus,A/C Seater / Sleeper (2+1),22:05,06:45,08h 40m,845,20 Seats available,"4.8
44",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1033,panjab,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,05:55,06h 57m,799,30 Seats available,"3.9
166",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1034,panjab,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,06:29,06h 59m,INR 690,13 Seats available,"4.8
445",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1035,panjab,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:30,05:50,07h 20m,902,8 Seats available,"4.5
61",https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Delhi to Jalandhar
1036,panjab,PEPSU (Punjab) - 67162,Volvo AC Seater (2+2),15:00,23:30,08h 30m,INR 997,35 Seats available,4.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1037,panjab,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),16:15,00:05,07h 50m,INR 997,35 Seats available,"4.0
4",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1038,panjab,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),17:35,02:35,09h 00m,INR 997,32 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1039,panjab,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),19:50,04:05,08h 15m,INR 997,32 Seats available,"4.3
14",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1040,panjab,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,04:50,08h 00m,INR 997,33 Seats available,"4.4
9",https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1041,panjab,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,05:50,08h 00m,INR 997,36 Seats available,4.5,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1042,panjab,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),15:29,23:00,07h 31m,INR 3850,24 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1043,panjab,Indo Canadian Transport Pvt. Ltd.,NON AC Seater / Sleeper 2+1,13:29,23:00,09h 31m,INR 3300,24 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1044,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:29,01:00,09h 31m,INR 3850,42 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1045,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:29,21:00,07h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1046,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:29,09:00,09h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1047,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:39,23:10,09h 31m,INR 2500,44 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1048,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:39,01:10,09h 31m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1049,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),13:29,21:00,07h 31m,INR 3850,40 Seats available,4.6,https://www.redbus.in/bus-tickets/ludhiana-to-delhi-airport,Ludhiana to Delhi Airport
1050,panjab,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),15:50,23:40,07h 50m,INR 997,35 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1051,panjab,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,04:50,07h 50m,INR 997,35 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1052,panjab,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,07:58,08h 00m,INR 997,35 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1053,panjab,Zingbus Plus,A/C Seater / Sleeper (2+1),20:00,05:40,09h 40m,1306,27 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1054,panjab,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,03:20,08h 50m,1422,30 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1055,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),15:30,01:45,10h 15m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1056,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,00:45,08h 15m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1057,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),23:30,07:45,08h 15m,INR 3300,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1058,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),13:30,20:45,07h 15m,INR 3000,30 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1059,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),13:30,21:00,07h 30m,INR 3000,30 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1060,panjab,Indo Canadian Transport Pvt. Ltd.,NON AC Seater / Sleeper 2+1,14:00,22:15,08h 15m,INR 2500,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1061,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),19:30,03:45,08h 15m,INR 2500,51 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1062,panjab,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00,06:15,08h 15m,INR 3000,42 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,Delhi Airport to Ludhiana
1063,panjab,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:03,00:05,09h 02m,INR 1169,35 Seats available,"3.2
9",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
1064,panjab,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:33,02:35,11h 02m,INR 1169,32 Seats available,"4.2
5",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
1065,panjab,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,04:05,09h 55m,INR 1169,32 Seats available,"4.0
11",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
1066,panjab,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,04:50,09h 40m,INR 1169,33 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
1067,panjab,Indo Canadian Transport Pvt. Ltd.,Volvo A/C Sleeper (2+1),14:00,23:00,09h 00m,INR 3850,23 Seats available,4.6,https://www.redbus.in/bus-tickets/jalandhar-to-delhi-airport,Jalandhar to Delhi Airport
1068,West bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,18:10,04h 45m,INR 161,51 Seats available,"3.0
34",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1069,West bengal,WBTC (CTC) Barasat-Digha Via Bally (AC VOLVO) - 201|14:00,Volvo AC Seater (2+2),14:00,18:00,04h 00m,INR 410,34 Seats available,"4.5
38",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1070,West bengal,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|14:15",Non AC Seater (2+3),14:15,19:15,05h 00m,INR 165,43 Seats available,3.4,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1071,West bengal,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,19:35,04h 45m,INR 161,50 Seats available,"3.5
49",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1072,West bengal,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,21:05,05h 05m,INR 161,33 Seats available,"2.3
24",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1073,West bengal,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,03:35,06h 20m,520,52 Seats available,3.7,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1074,West bengal,Aradhana Bus Service,Non AC Seater (2+3),16:50,23:30,06h 40m,INR 350,54 Seats available,2.1,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1075,West bengal,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,23:55,05h 20m,463,19 Seats available,"1.1
10",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1076,West bengal,Satya Paribahan,A/C Seater (2+3),23:00,05:10,06h 10m,INR 320,41 Seats available,"2.8
32",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1077,West bengal,Aradhana Bus Service,A/C Seater / Sleeper (2+2),23:00,04:30,05h 30m,INR 550,71 Seats available,"2.1
6",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1078,West bengal,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05:00,05h 25m,INR 330,26 Seats available,"2.4
17",https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1079,West bengal,Arunita Paribahan,A/C Seater (2+3),23:35,05:00,05h 25m,INR 370,21 Seats available,2.8,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
1080,West bengal,SBSTC-ASANSOL - KOLKATA - L/S - 12:35 (HOWRAH DEPOT) - 205,Non AC Seater (2+3),13:40,17:10,03h 30m,INR 150,44 Seats available,"3.3
24",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1081,West bengal,SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,17:35,03h 30m,INR 155,41 Seats available,"3.7
17",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1082,West bengal,SBSTC-ASANSOL - KARUNAMOYEE - VOLVO - 13:25 (BEL DEPOT) - 3956,Volvo AC Seater (2+2),14:30,18:45,04h 15m,INR 360,46 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1083,West bengal,SBSTC-BANKURA - KARUNAMOYEE - 13:00 (BNK DEPOT) - 240,Non AC Seater (2+3),14:55,18:55,04h 00m,INR 155,36 Seats available,"3.6
58",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1084,West bengal,SBSTC-ASANSOL - KARUNAMOYEE - 13:55 (ASANSOL DEPOT) - 394,Non AC Seater (2+3),15:05,19:05,04h 00m,INR 155,23 Seats available,"2.9
87",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1085,West bengal,SBSTC-DURGAPUR - KARUNAMOYEE - A/C - 15:10 (DGP DEPOT) - 1648,AC Seater (2+2),15:10,19:10,04h 00m,INR 300,27 Seats available,"3.0
148",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1086,West bengal,SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748,Non AC Seater (2+3),15:15,18:45,03h 30m,INR 150,49 Seats available,"3.0
53",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1087,West bengal,SBSTC-ASANSOL - KOLKATA - 14:35 (HOWRAH DEPOT) - 208,Non AC Seater (2+3),15:45,19:15,03h 30m,INR 150,51 Seats available,"2.3
24",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1088,West bengal,SBSTC-BANKURA - KARUNAMOYEE - 14:15 (BNK DEPOT) - 241,Non AC Seater (2+3),16:00,20:00,04h 00m,INR 155,51 Seats available,"3.4
65",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1089,West bengal,SBSTC-ASANSOL - KOLKATA - VOLVO - 15:05 (BEL DEPOT) - 3291,Volvo AC Seater (2+2),16:15,20:25,04h 10m,INR 360,53 Seats available,3.5,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1090,West bengal,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:10,17:10,04h 00m,INR 486,21 Seats available,"4.4
163",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1091,West bengal,Greenline,Volvo A/C Seater (2+2),13:30,17:20,03h 50m,INR 486,18 Seats available,"3.8
55",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1092,West bengal,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),13:45,17:45,04h 00m,INR 486,34 Seats available,"4.4
315",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1093,West bengal,Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),14:10,18:00,03h 50m,INR 486,25 Seats available,"3.8
214",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1094,West bengal,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),14:20,18:10,03h 50m,INR 486,28 Seats available,"4.9
5",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur to Calcutta
1095,West bengal,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,04h 30m,INR 299,25 Seats available,"4.5
451",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1096,West bengal,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,18:25,04h 55m,INR 300,20 Seats available,"4.3
304",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1097,West bengal,Greenline,Volvo A/C Seater (2+2),13:40,18:25,04h 45m,INR 300,35 Seats available,"4.3
299",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1098,West bengal,Monikanchan Bus Service,A/C Seater (2+3),13:30,17:45,04h 15m,INR 375,52 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1099,West bengal,Samanta Travels,A/C Seater (2+3),14:30,19:20,04h 50m,INR 300,20 Seats available,"3.3
84",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1100,West bengal,Sneha Gold Bus Service,A/C Seater (2+3),16:30,21:30,05h 00m,INR 300,20 Seats available,"4.6
17",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1101,West bengal,Parameswar Travels,A/C Seater Push Back (2+3),20:00,01:35,05h 35m,285,20 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1102,West bengal,Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,21:10,04h 30m,352,42 Seats available,"3.2
44",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1103,West bengal,City Express (Shinjini),AC Seater (2+3),22:45,04:10,05h 25m,INR 290,26 Seats available,"3.4
29",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1104,West bengal,Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30,19:10,04h 40m,360,19 Seats available,"3.3
59",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1105,West bengal,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:00,Non AC Seater (2+3),14:00,18:15,04h 15m,INR 145,48 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1106,West bengal,WBTC (CTC) Kolkata - Digha - 124|14:40,Non AC Seater (2+3),14:40,19:05,04h 25m,INR 145,45 Seats available,"4.1
34",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1107,West bengal,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:45,Non AC Seater (2+3),14:45,20:10,05h 25m,INR 155,48 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1108,West bengal,WBTC (CTC) KARUNAMOYEE (Salt Lake) -DIGHA - 102|15:25,Non AC Seater (2+3),15:25,19:45,04h 20m,INR 164,43 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1109,West bengal,WBTC (CTC) Belgachia - Digha via Esplanade - 51|15:45,Non AC Seater (2+3),15:45,20:10,04h 25m,INR 145,47 Seats available,"3.0
20",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1110,West bengal,WBTC (CTC) Khidderpur - Digha - 97|16:00,Non AC Seater (2+3),16:00,21:00,05h 00m,INR 151,47 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1111,West bengal,WBTC (CTC) Khidderpur - Digha - 97|16:45,Non AC Seater (2+3),16:45,21:00,04h 15m,INR 145,47 Seats available,"3.0
43",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1112,West bengal,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),23:30,04:30,05h 00m,INR 400,16 Seats available,"4.5
341",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1113,West bengal,Express Line,Volvo A/C Seater (2+2),23:45,04:45,05h 00m,332,31 Seats available,"4.4
320",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1114,West bengal,Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,INR 379,27 Seats available,"4.2
183",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1115,West bengal,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,384,17 Seats available,"3.9
97",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1116,West bengal,Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05:10,05h 13m,450,17 Seats available,"4.0
75",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1117,West bengal,SBSTC-KARUNAMOYEE - SURI - 14:45 (Suri Depot) - 645,Non AC Seater (2+3),14:45,20:15,05h 30m,INR 195,48 Seats available,"4.1
35",https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
1118,West bengal,SBSTC-KOLKATA - SURI - 15:30 - (Suri Depot) - 655,Non AC Seater (2+3),15:30,21:00,05h 30m,INR 190,51 Seats available,"3.7
16",https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
1119,West bengal,SBSTC-KOLKATA - SURI - 16: 30 - (Suri Depot) - 653,Non AC Seater (2+3),16:30,22:00,05h 30m,INR 190,51 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
1120,West bengal,SBSTC-KOLKATA - SURI - 18:00 - (Suri Depot) - 1205,Non AC Seater (2+3),18:00,23:00,05h 00m,INR 190,50 Seats available,"2.7
21",https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
1121,West bengal,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,19:10,04h 40m,INR 435,22 Seats available,"3.6
206",https://www.redbus.in/bus-tickets/kolkata-to-suri,Kolkata to Suri
1122,West bengal,SBSTC-MIDNAPUR - HABRA - 14:00 (MID DEPOT) - 1397,Non AC Seater (2+3),14:00,00:00,10h 00m,INR 111,29 Seats available,"3.9
50",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1123,West bengal,SBSTC-MIDNAPUR - KOLKATA - 14:30 (MID DEPOT) - 871,Non AC Seater (2+3),14:30,00:00,09h 30m,INR 110,49 Seats available,"3.4
24",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1124,West bengal,SBSTC-JHARGRAM - KARUNAMOYEE - VIA - KOLKATA - 13:35 - 1764,Non AC Seater (2+3),15:05,00:00,08h 55m,INR 110,48 Seats available,"4.2
37",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1125,West bengal,SBSTC-MIDNAPUR - GARIA - 15:30 (MID DEPOT) - 1511,Non AC Seater (2+3),15:30,00:00,08h 30m,INR 110,39 Seats available,"3.9
25",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1126,West bengal,SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),16:00,00:00,08h 00m,INR 111,30 Seats available,"3.4
22",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1127,West bengal,SBSTC-MIDNAPUR - KARUNAMOYEE - 16:40 - 997,Non AC Seater (2+3),16:40,00:00,07h 20m,INR 118,41 Seats available,"3.2
45",https://www.redbus.in/bus-tickets/midnapore-to-kolkata,Midnapore to Kolkata
1128,Bihar,Bihar state road transport corporation (BSRTC) - 152154,Volvo AC Seater 2+2,16:30,08:30,16h 00m,1020,31 Seats available,"3.1
362",https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Gopalganj (Bihar) to Delhi
1129,Bihar,Bihar state road transport corporation (BSRTC) - 137431,Volvo AC Seater 2+2,19:10,11:59,16h 49m,1020,36 Seats available,"3.9
123",https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Gopalganj (Bihar) to Delhi
1130,Bihar,ROYAL TRAVELS AND CARGO,A/C Seater / Sleeper (2+2),17:30,08:30,15h 00m,INR 696,32 Seats available,"2.2
56",https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Gopalganj (Bihar) to Delhi
1131,Bihar,Panwar tour and Travels,A/C Seater / Sleeper (2+2),15:40,09:30,17h 50m,INR 1550,19 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/gopalganj-to-delhi,Gopalganj (Bihar) to Delhi
